178 73.61 124.32 170.82
179 73.63 124.32 170.74
180 73.72 124.43 170.66
181 73.75 124.47 170.74
182 73.75 124.63 170.88
183 73.78 124.7 170.85
184 73.78 124.78 170.87
185 73.96 125.14 170.61
186 74.16 124.88 169.51
187 73.78 124.2 169.56
188 73.22 123.59 170.82
189 73.09 123.09 171.58
190 73.7 124.03 171.68
191 74.48 125.14 172.09
192 74.72 125.77 173.35
193 74.48 125.73 174.45
194 74.47 125.63 174.36
195 74.56 125.84 173.78
196 74.6 126.09 173.46
197 74.47 126.08 173.31
198 74.13 125.81 173
199 73.81 125.67 172.55
200 73.53 125.64 172.23
201 73.35 125.76 172.1
202 73.21 125.67 171.88
203 73.13 125.74 171.88
204 73.06 125.79 172.21
205 72.9 125.67 172.37
206 72.82 125.74 172.33
207 72.87 125.82 172.08
208 72.63 125.58 171.94
209 72.32 125.11 171.77
210 72.03 124.7 171.48
211 71.94 124.71 171.24
212 71.97 124.81 171.05
213 71.91 124.9 170.76
214 71.84 124.63 170.63
215 71.81 124.67 170.62
216 71.77 124.94 170.84
217 71.88 125.13 171.09
218 72.07 125.63 171.37
219 72.21 126.11 171.72
220 72.17 126.26 171.91
221 72.08 126.18 172.05
222 71.96 126.03 172.24
223 72 126.03 172.42
224 71.99 126.16 172.41
225 71.97 126.35 172.53
226 71.93 126.38 172.73
227 71.96 126.37 173.05
228 72.12 126.58 173.36
229 72.19 127.13 173.49
230 72.28 127.37 173.66
231 72.23 127.41 173.84
232 72.27 127.45 173.88
233 72.36 127.49 173.85
234 72.33 127.66 173.81
235 72.23 127.37 173.82
236 72.22 127.53 174
237 72.32 127.63 174.11
238 72.38 127.8 174.03
239 72.36 127.53 174.06
240 72.4 127.28 174.23
241 72.48 127.27 174.27
242 72.53 127.33 174.27
243 72.53 127.72 174.3
244 72.47 128.06 174.63
245 72.5 127.7 174.85
246 72.44 127.67 175.02
247 72.54 127.42 175.26
248 72.63 127.34 175.27
249 72.33 127.56 175.1
250 72.33 127.85 175.18
251 72.74 128.18 175.56
252 72.68 128.73 175.63
253 72.68 129.29 176.03
254 72.87 129.61 176.58
255 72.96 129.91 176.91
256 73.03 130.14 176.98
257 72.97 130.14 176.91
258 73.05 130.02 176.96
259 72.95 129.75 176.91
260 72.97 129.55 176.91
261 72.99 129.4 176.72
262 73.04 129.63 176.62
263 73.07 129.99 176.72
264 73.15 130.18 176.72
265 73.21 130.46 176.92
266 73.14 130.43 177.02
267 73.12 130.66 177.28
268 73.04 130.89 177.58
269 72.82 130.94 177.42
270 72.78 130.67 177.21
271 72.73 130.06 177.03
272 72.62 129.64 176.63
273 72.43 129.46 176.47
274 72.35 129.39 176.49
275 72.43 129.27 176.4
276 72.45 129.3 176.4
277 72.41 128.82 176.24
278 72.37 127.97 176.35
279 72.33 127.39 176.6
280 72.28 126.82 176.53
281 72.38 126.5 176.44
282 72.49 126.49 176.55
283 72.5 126.58 176.77
284 72.52 126.56 176.97
285 72.57 126.44 177.12
286 72.59 126.41 177.16
287 72.62 126.47 177.38
288 72.7 126.53 177.77
289 72.73 126.69 177.9
290 72.7 127.23 177.96
291 72.75 127.67 178.05
292 72.53 127.6 178.12
293 72.52 127.68 178.1
294 72.46 127.17 178.08
295 72.42 126.97 178.47
296 72.6 127.18 178.32
297 72.5 126.97 178.03
298 72.55 126.85 177.96
299 72.39 126.51 177.96
300 72.3 126.28 177.8
301 72.22 126.38 177.45
302 72.15 126.36 177.09
303 72.12 126.38 176.8
304 72.09 126.27 176.51
305 72 125.44 176.18
306 72.02 124.79 175.88
307 72.1 124.52 175.51
308 72.28 124.36 175.28
309 72.33 124.47 175.39
310 72.35 124.52 175.77
311 72.46 124.98 176.06
312 72.52 125.69 176.21
313 72.52 125.89 176.27
314 72.51 126.04 176.33
315 72.47 126.13 176.32
316 72.44 126.32 176.28
317 72.47 126.53 176.23
318 72.55 126.4 176.21
319 72.52 126.38 175.93
320 72.3 125.82 175.85
321 72.21 125.64 176.1
322 72.14 125.83 176.01
323 72.09 126.26 175.93
324 72.15 126.76 176.25
325 72.17 126.7 176.6
326 72.32 126.88 176.75
327 72.28 127.29 176.85
328 72.3 127.05 177.1
329 72.33 126.47 177.18
330 72.38 126.3 177.08
331 72.44 126.28 177.13
332 72.55 126.32 177.23
333 72.58 126.51 177.47
334 72.6 126.53 177.57
335 72.6 126.63 177.54
336 72.53 126.64 177.85
337 72.58 126.5 178.03
338 72.57 126.43 178.25
339 72.67 126.52 178.48
340 72.69 126.66 178.68
341 72.71 126.73 178.96
342 72.75 126.74 178.95
343 72.75 126.95 178.93
344 72.88 127.17 178.75
345 72.88 127.16 178.65
346 72.82 127.02 178.77
347 72.86 126.99 179.25
348 73.1 127.17 179.4
349 73.3 127.88 179.36
350 73.25 128.32 179.71
351 73.13 128.19 179.94
352 72.87 127.85 179.79
353 72.77 127.69 179.34
354 72.74 127.78 178.96
355 72.76 127.79 178.74
356 72.84 127.48 178.29
357 72.83 127.09 177.98
358 72.83 126.84 177.79
359 72.79 126.88 177.48
360 72.7 126.83 177.32
361 72.69 126.76 176.98
362 72.58 126.7 176.74
363 72.6 126.83 176.63
364 72.61 126.71 176.39
365 72.52 126.53 176.14
366 72.47 126.52 176.13
367 72.4 126.32 175.94
368 72.4 126.04 175.79
369 72.38 125.85 175.48
370 72.33 125.75 175.12
371 72.39 125.88 174.98
372 72.45 125.88 175
373 72.45 125.82 175.12
374 72.49 125.83 175.12
375 72.47 125.82 175.23
376 72.51 125.75 175.28
377 72.54 125.67 175.37
378 72.55 125.77 175.42
379 72.56 126.01 175.39
380 72.5 126.09 175.43
381 72.53 125.82 175.41
382 72.55 125.65 175.47
383 72.54 125.59 175.5
384 72.61 125.54 175.51
385 72.67 125.63 175.56
386 72.74 125.83 175.58
387 72.77 125.94 175.37
388 72.66 125.87 175.31
389 72.54 125.5 175.4
390 72.51 125.07 175.52
391 72.63 124.75 175.47
392 72.78 124.88 175.39
393 72.95 125.04 175.57
394 72.97 125.28 175.7
395 73 125.44 175.7
396 72.97 125.53 175.77
397 72.97 125.48 175.8
398 72.97 125.58 175.85
399 72.99 125.83 176.03
400 73.1 125.93 176.18
401 73.18 126.43 176.31
402 73.27 126.77 176.47
403 73.32 126.91 176.43
404 73.33 126.72 176.63
405 73.32 126.44 176.85
406 73.4 126.25 177
407 73.58 126.1 177.16
408 73.81 126.51 177.17
409 73.97 126.82 177.21
410 74.04 126.82 177.4
411 74.09 126.78 177.37
412 74.18 126.93 176.85
413 74.03 126.83 176.61
414 73.78 126.51 177.03
415 73.9 126.28 177.71
416 74.32 126.47 177.44
417 74.54 126.73 177.32
418 74.54 126.97 177.53
419 74.47 126.89 177.83
420 74.59 126.98 178.06
421 74.86 127.18 178.13
422 75.18 127.56 178.12
423 75.4 127.83 178.23
424 75.47 127.9 178.34
425 75.5 127.87 178.46
426 75.72 127.63 178.33
427 75.89 127.38 178.33
428 76.09 127.11 178.28
429 76.28 126.89 178.3
430 76.48 126.92 178.45
431 76.79 126.94 178.47
432 77.22 127.27 178.55
433 77.44 127.6 178.78
434 77.17 127.65 178.82
435 76.77 127.63 178.47
436 76.35 127.53 178.07
437 76.01 127.39 177.75
438 75.71 127.38 177.59
439 75.22 127.5 177.4
440 74.8 127.68 177.26
441 74.59 127.7 177.16
442 74.19 127.08 177.03
443 73.83 126.6 176.52
444 73.47 126.87 176.34
445 73.37 127.14 176.15
446 73.15 127.03 176.03
447 73.07 126.85 176.05
448 73.03 126.51 175.69
449 72.81 126.62 175.25
450 72.65 127.1 175.18
451 72.58 127.11 175.17
452 72.63 126.53 175.33
453 72.81 126.25 175.33
454 73.09 126.21 175.47
455 73.18 126.12 175.73
456 73.3 126.21 176.23
457 73.46 126.33 176.48
458 73.41 126.52 176.58
459 73.6 126.47 176.76
460 73.74 126.59 176.88
461 73.93 126.81 177.15
462 74.18 126.97 177.25
463 74.31 126.89 177.32
464 74.18 126.78 177.38
465 73.97 126.48 177.25
466 73.77 125.99 177.11
467 73.74 125.84 176.94
468 73.73 125.83 176.62
469 73.63 125.73 176.25
470 73.47 125.68 175.94
471 73.3 125.44 175.84
472 73.12 125.26 175.59
473 73.05 125.22 175.18
474 72.97 125.47 175.01
475 73.01 125.4 175.15
476 73.07 125.55 175.49
477 73.28 125.8 175.73
478 73.31 126.08 175.92
479 73.35 126.2 176.19
480 73.22 126.14 176.42
481 73.13 125.88 176.44
482 73.04 125.5 176.4
483 72.88 125.56 176.16
484 72.9 125.95 176.13
485 72.95 126.1 176.2
486 72.99 125.94 176.32
487 73.02 125.63 176.63
488 73.16 125.77 176.66
489 73.27 126.09 176.55
490 73.38 126.34 176.73
491 73.42 126.5 177.03
492 73.42 126.84 177.04
493 73.29 126.99 176.93
494 73.21 127.03 176.86
495 73.15 126.7 176.78
496 73.1 126.47 176.9
497 73.14 126.63 176.98
498 73.27 127.29 177.02
499 73.24 127.68 177.03
500 73.25 127.83 177.23
501 73.08 127.09 177.08
502 72.99 127.14 177.27
503 73.12 127.63 177.4
504 73.3 127.92 177.31
505 73.33 128.3 177.2
506 73.19 128.27 177.33
507 73.14 127.97 177.37
508 73.08 127.6 177.22
509 72.99 127.48 176.94
510 72.92 127.49 176.62
511 72.7 127.18 176.32
512 72.56 126.8 176.23
513 72.68 126.98 175.96
514 72.56 127.16 175.51
515 72.35 126.6 175.28
516 72.2 126.3 175.17
517 72.37 126.62 174.8
518 72.42 126.95 174.69
519 72.5 127.15 174.93
520 72.63 127.2 175.53
521 72.76 127.42 176.01
522 72.84 127.19 176.22
523 72.95 127.15 176.34
524 72.97 127.41 176.53
525 73.01 127.29 176.85
526 72.97 127.28 177.02
527 73.04 127.37 177.11
528 73.17 127.44 177.23
529 73.37 127.75 177.26
530 73.58 127.92 177.36
531 73.63 127.81 177.28
532 73.56 127.9 177.23
533 73.5 127.9 177.13
534 73.54 127.49 176.92
535 73.63 127.41 176.69
536 73.63 127.42 176.65
537 73.58 127.23 176.68
538 73.71 126.98 176.72
539 73.8 126.45 176.79
540 73.83 126.18 176.78
541 73.91 125.99 176.88
542 74.04 126.13 177.08
543 74.18 126.63 177.21
544 74.24 127.03 177.25
545 74.43 127.16 177.23
546 74.45 127.11 177.15
547 74.56 126.8 177.27
548 74.71 126.81 177.41
549 74.94 127.26 177.49
550 75.15 127.48 177.33
551 75.34 127.52 177.28
552 75.58 127.41 177.45
553 75.77 127.4 177.56
554 76.09 127.68 177.47
555 76.52 127.86 177.33
556 76.78 127.72 177.32
557 77.05 127.13 177.45
558 77.02 126.78 177.41
559 77.07 126.62 177.36
560 77.13 126.72 177.13
561 77.44 127.07 177.19
562 77.72 127.52 177.18
563 77.8 127.74 177.12
564 77.88 127.88 177.03
565 78.03 127.82 176.9
566 78.2 127.93 176.78
567 78.26 128.07 176.51
568 78.08 127.98 176.4
569 77.02 127.82 176.38
570 76.12 127.57 175.88
571 75.61 127.58 175.18
572 75.12 127.41 174.87
573 74.61 127.45 174.51
574 74.27 127.22 173.97
575 73.97 127.12 173.59
576 73.67 126.47 173.29
577 73.46 125.77 173.14
578 73.29 125.33 172.86
579 73.26 125.01 172.68
580 73.29 125.16 172.7
581 73.37 125.3 172.76
582 73.3 125.28 172.8
583 73.33 125.34 173
584 73.4 125.39 173.03
585 73.37 125.29 173.01
586 73.28 125.1 173.05
587 73.5 125.11 173.03
588 73.52 125.16 172.79
589 73.47 125.42 172.7
590 73.51 125.6 172.69
591 73.49 125.85 172.64
592 73.45 126.12 172.69
593 73.52 126.43 172.62
594 73.5 126.68 172.54
595 73.58 126.79 172.65
596 73.64 126.97 172.77
597 73.7 127.24 172.96
598 73.78 127.32 173.03
599 73.99 127.24 172.91
600 74.27 127.06 173.02
601 74.27 126.53 174.32
602 74.63 126.18 175.53
603 74.92 126.3 175.2
604 75.29 126.82 174.68
605 75.67 127.13 174.79
606 75.88 127.29 175.24
607 75.85 127.22 174.86
608 75.38 127.31 174.3
609 74.96 127.14 173.87
610 74.49 127.13 173.56
611 74.07 127.13 173.36
612 73.6 126.79 173.43
613 73.38 126.54 173.55
614 73.23 126.51 173.42
615 73.29 126.47 173.55
616 73.4 126.47 173.67
617 73.55 126.47 173.8
618 73.68 126.53 173.98
619 73.75 126.53 174.14
620 73.84 126.54 174.3
621 73.93 126.96 174.36
622 74.02 127.53 174.47
623 74.28 127.82 174.38
624 74.52 126.97 173.82
625 74.15 127.41 174.91
626 74.2 127.22 176.1
627 74.67 127.67 175.83
628 75.33 128.49 175.08
629 75.67 128.97 174.85
630 75.1 128.43 174.91
631 74.21 126.88 175.13
632 73.92 125.24 174.65
633 74.17 125.25 173.88
634 74.32 126.63 173.63
635 74.28 127.12 173.76
636 74.14 126.95 173.79
637 73.94 126.71 173.75
638 73.93 126.29 173.6
639 73.82 126.27 173.45
640 73.69 126.42 173.32
641 73.54 126.5 173.32
642 73.43 126.78 173.29
643 73.48 126.69 173.25
644 73.6 126.13 173.13
645 73.68 126.53 173.14
646 73.71 126.91 173.23
647 73.74 126.81 173.38
648 73.76 126.33 173.38
649 73.7 126.44 173.45
650 73.7 126.56 173.52
651 73.75 127.17 173.67
652 73.83 127.18 173.69
653 73.92 126.9 173.85
654 74.02 126.65 173.94
655 74.11 126.86 174.16
656 74.23 127.02 174.32
657 74.34 127.17 174.4
658 74.45 127.36 174.46
659 74.59 126.93 174.65
660 74.81 126.53 174.65
661 74.88 126.92 174.74
662 74.72 127.37 174.83
663 74.55 127.58 174.79
664 74.39 127.63 174.65
665 74.34 127.72 174.49
666 74.33 127.32 174.08
667 74.38 125.24 172.63
668 73.58 124.98 172.46
669 72.57 124.25 173.48
670 72.64 123.48 173.19
671 72.93 124.4 172.82
672 73.28 125.82 172.89
673 73.38 126.24 173.53
674 73.22 126.5 173.93
675 73.1 126.45 173.93
676 73.12 126.49 173.82
677 73.22 126.85 173.78
678 73.29 127.12 173.93
679 73.28 127.2 174.03
680 73.3 126.97 174.18
681 73.43 126.71 174.2
682 73.5 126.74 174.12
683 73.51 127.19 174.29
684 73.42 127.44 174.33
685 73.45 127.63 174.38
686 73.66 127.76 174.62
687 73.8 127.55 174.73
688 73.93 127.26 174.91
689 74.17 127.08 174.94
690 74.31 126.79 175.07
691 74.35 126.22 175.18
692 74.42 125.87 175.23
693 74.36 125.68 175.23
694 74.47 125.75 175.22
695 74.61 126.23 175.08
696 74.43 126.47 174.92
697 74.26 126.44 174.92
698 74.05 125.96 174.74
699 73.89 125.6 174.65
700 73.93 125.47 174.3
701 73.86 125.33 173.96
702 73.76 125.15 173.93
703 73.58 125.04 173.64
704 73.93 125.13 173.59
705 74.65 125.74 174.05
706 75.2 126.73 174.46
707 75.36 127.61 175.01
708 75.56 127.81 175.37
709 75.73 127.75 175.63
710 75.97 128.16 175.76
711 75.73 128.47 175.88
712 75.41 128.38 175.72
713 75.23 128.42 175.63
714 75.09 128.27 175.33
715 75.01 128.64 175.03
716 74.84 128.52 174.83
717 74.64 128.42 174.66
718 74.38 128.28 174.64
719 74.15 128.18 174.61
720 74.18 127.97 174.63
721 74.24 128.04 174.4
722 74.16 128.2 174.61
723 74.03 128.07 174.99
724 73.82 127.32 175.01
725 74.01 127.19 175.09
726 74.66 127.58 175.45
727 75.43 128.21 176.18
728 75.44 128.19 176.72
729 75.3 127.61 176.79
730 75.43 127.65 176.83
731 75.77 127.82 176.88
732 76.09 128.21 177.08
733 76.28 129.03 177.24
734 76.43 129.57 177.35
735 76.38 129.42 177.47
736 76.18 129.43 177.55
737 75.93 129.48 177.53
738 75.84 129.53 177.33
739 75.61 129.7 177.07
740 75.5 129.4 176.85
741 75.32 129.06 176.65
742 75.08 128.85 176.52
743 75.02 128.82 176.49
744 74.94 129.21 176.62
745 74.9 129.42 176.74
746 74.87 129.13 176.63
747 74.72 129.27 176.63
748 74.68 129.5 176.73
749 74.7 129.26 176.81
750 75.23 129.16 176.96
751 75.72 129.25 177.19
752 76.02 129.66 177.48
753 76.02 129.73 177.77
754 76.1 129.76 177.93
755 75.95 129.68 177.88
756 75.52 129.33 177.8
757 75.34 128.9 177.58
758 75.18 128.84 177.33
759 75.11 128.69 177.18
760 74.88 128.59 177.02
761 74.61 128.83 176.82
762 74.42 128.86 176.64
763 74.34 128.83 176.43
764 74.17 128.52 176.23
765 74.03 128.5 176.12
766 73.88 128.27 176.03
767 73.7 128.01 175.82
768 73.54 128.02 175.66
769 73.42 127.83 175.7
770 73.32 127.48 175.57
771 73.17 127.21 175.58
772 73.25 127.07 175.49
773 73.44 126.94 175.38
774 73.81 127.03 175.61
775 74.27 127.7 176.01
776 74.61 128.39 176.61
777 74.87 128.8 177.1
778 75.18 128.96 177.51
779 75.43 128.94 177.82
780 75.55 129.07 178.03
781 75.51 128.58 178.15
782 75.17 127.92 178.14
783 74.82 127.35 177.79
784 74.68 126.86 177.49
785 74.51 126.49 177.18
786 74.42 126.32 176.89
787 74.34 126.33 176.65
788 74.23 126.38 176.46
789 74.03 126.21 176.41
790 73.88 126.09 176.38
791 73.81 126.07 176.26
792 73.75 126.14 176.35
793 73.88 126.45 176.51
794 74.03 127.12 176.96
795 74.1 127.33 177.47
796 74.1 127.57 177.98
797 74.17 128.01 178.54
798 74.11 128.48 178.61
799 73.91 128.54 178.5
800 73.75 128.4 178.38
801 73.61 127.78 178.42
802 73.47 127.35 178.45
803 73.39 127.04 178.34
804 73.39 126.91 178.33
805 73.38 127.07 178.21
806 73.42 127.16 177.96
807 73.26 126.92 177.82
808 73.1 126.52 177.67
809 72.97 126.07 177.57
810 72.82 125.85 177.4
811 72.8 125.53 177.3
812 72.83 125.24 177.19
813 72.84 125.27 177
814 72.72 125.18 176.87
815 72.66 125.11 176.96
816 72.73 125.11 176.91
817 72.72 124.99 176.58
818 72.65 124.97 176.42
819 72.68 125.04 176.38
820 72.63 124.76 176.19
821 72.52 124.57 176.09
822 72.54 124.42 175.94
823 72.47 124.44 175.6
824 72.38 124.37 175.4
825 72.3 124.14 175.47
826 72.36 123.83 175.36
827 72.47 123.88 175.15
828 72.43 123.79 175.05
829 72.4 123.64 175.17
830 72.41 123.63 175.32
831 72.38 123.77 175.3
832 72.31 123.84 175.13
833 72.28 123.92 175.03
834 72.3 123.68 174.99
835 72.37 123.43 174.79
836 72.37 123.37 174.42
837 72.3 123.67 174.36
838 72.33 124.02 174.43
839 72.32 124.29 174.33
840 72.38 124.45 174.44
841 72.43 125.21 174.38
842 72.43 126.43 174.4
843 72.45 126.93 174.47
844 72.43 127.31 174.55
845 72.46 127.64 174.58
846 72.53 128.06 174.7
847 72.58 128.3 174.86
848 72.61 128.45 175.02
849 72.65 128.45 175.13
850 72.65 128.54 175.21
851 72.68 128.53 175.32
852 72.68 128.57 175.43
853 72.63 128.57 175.38
854 72.61 128.59 175.42
855 72.62 128.63 175.38
856 72.59 128.71 175.42
857 72.65 128.82 175.37
858 72.62 128.82 175.42
859 72.7 128.77 175.51
860 72.77 128.76 175.48
861 72.82 128.89 175.53
862 72.78 128.92 175.52
863 72.72 128.98 175.57
864 72.7 128.9 175.46
865 72.67 128.8 175.44
866 72.62 128.75 175.42
867 72.58 128.66 175.23
868 72.54 128.67 175.17
869 72.51 128.62 175.03
870 72.46 128.65 175.04
871 72.43 128.58 174.85
872 72.35 128.44 174.88
873 72.36 128.41 174.82
874 72.33 128.39 174.76
875 72.32 128.41 174.84
876 72.47 128.41 174.88
877 72.56 128.6 175.02
878 72.6 128.93 175.42
879 72.58 129.07 175.76
880 72.51 129.21 175.83
881 72.5 129.4 176.01
882 72.55 129.63 175.98
883 72.51 129.79 175.99
884 72.45 129.72 175.94
885 72.33 129.64 175.86
886 72.26 129.4 175.85
887 72.23 129.15 175.89
888 72.33 129.15 175.86
889 72.34 129.23 175.97
890 72.48 129.34 176.02
891 72.55 129.38 176.01
892 72.55 129.45 176
893 72.51 129.54 175.93
894 72.35 129.45 176.02
895 72.35 129.36 176.02
896 72.33 129.37 176.02
897 72.42 129.32 176.12
898 72.58 129.49 176.34
899 72.69 129.7 176.53
900 72.76 130.02 176.92
901 72.92 130.28 177.35
902 73.08 130.48 177.63
903 73.21 130.75 177.87
904 73.38 130.92 178.12
905 73.5 130.99 178.33
906 73.7 130.9 178.47
907 73.84 130.9 178.59
908 74.2 131.06 178.82
909 74.63 131.18 178.99
910 75.05 131.34 179.15
911 75.64 131.54 179.43
912 76.11 131.75 179.78
913 76.37 131.81 179.66
914 76.68 131.59 179.37
915 76.37 131.3 179.03
916 75.58 130.79 178.81
917 74.88 130.27 178.43
918 74.48 130.08 178.02
919 74.32 130.12 178.18
920 74.19 129.97 178.41
921 74.33 130.09 178.53
922 74.66 130.63 178.72
923 74.98 130.98 179.05
924 75.39 131.39 179.3
925 75.67 131.72 179.44
926 76.03 131.93 179.5
927 76.24 131.98 179.53
928 76.5 131.91 179.61
929 76.9 132.01 179.8
930 77.09 132.28 180.07
931 76.73 132.13 180.02
932 75.72 131.81 179.62
933 74.67 131.28 179.29
934 73.72 130.84 178.72
935 73.55 130.19 177.91
936 73.63 130.28 177.32
937 73.6 130.67 177.23
938 73.26 130.8 176.99
939 72.73 130.43 176.83
940 72.51 130.19 176.72
941 72.46 130.27 176.59
942 72.46 130.4 176.55
943 72.56 130.87 176.72
944 72.73 131.29 176.97
945 72.87 131.49 177.16
946 72.86 131.7 177.18
947 72.89 132.09 177.38
948 72.97 132.16 177.64
949 72.83 131.07 177.47
950 72.65 130.24 177.78
951 72.58 130.22 178.12
952 72.54 129.33 177.97
953 72.59 129.97 178.05
954 72.73 130.49 178.36
955 72.93 129.78 178.51
956 73.03 129.53 178.27
957 72.91 129.12 178.12
958 72.8 128.96 178.08
959 72.65 129.65 177.99
960 72.67 129.92 177.97
961 72.8 129.82 177.92
962 72.87 129.7 178.02
963 72.88 129.66 178.16
964 72.7 128.93 177.97
965 72.66 128.42 177.88
966 72.6 128.27 177.82
967 72.65 128.7 177.87
968 72.59 129 177.73
969 72.6 129.2 177.48
970 72.64 129.38 177.49
971 72.64 129.13 177.42
972 72.65 129.17 177.49
973 72.61 129.08 177.63
974 72.66 128.91 177.7
975 72.55 128.9 177.76
976 72.52 128.6 177.77
977 72.57 128.3 177.76
978 72.64 128.4 177.64
979 72.56 128.42 177.46
980 72.57 128.27 177.47
981 72.58 128.34 177.32
982 72.59 128.44 177.19
983 72.59 128.76 177.3
984 72.58 128.93 177.47
985 72.66 128.82 177.75
986 72.73 129.19 177.87
987 72.74 129.4 178.07
988 72.79 129.43 178.39
989 72.73 129.51 178.53
990 72.73 129.78 178.49
991 72.67 129.8 178.44
992 72.63 129.67 178.38
993 72.8 129.48 178.65
994 73.08 129.58 178.95
995 73.06 129.59 178.86
996 73.01 129.5 178.77
997 73.09 129.72 179.02
998 73.28 130.38 179.57
999 73.18 130.7 179.9
1000 73.11 130.18 179.97
1001 73 129.75 179.92
1002 73.08 129.73 179.83
